,brand_id,title
131001,7384,Schmidt Techology
131023,15410,Contrec
131035,12051,Barberan
131045,3825,Thielmann
131055,16588,DISANO
131132,20199,WS Wärmeprozesstechnik
131140,13839,Italtecnica
131146,10119,Kinex
131281,9960,ILIX
131309,18564,HERGA ELECTRIC LTD
131319,20198,Heinrich KUPER
131348,20147,BLAC
131401,6769,King Lai
131452,20197,Logomat
131530,16783,Mozart
131542,7075,NIPPON VALQUA
131627,6196,Leonessa Brevini
131651,3636,Comepa
131656,6493,Chapel Hydraulik
131660,11407,Eurobelt
131678,4701,Liebert
131687,20193,Itipack
131803,16400,COMFILE TECHNOLOGY
131833,20170,Endustra Filter
131917,13688,JBC tools
131975,2804,Silicon Sensing Systems
131978,20187,T Machinery
131995,9421,HSB Automation
132010,20189,AXIS & Stuifmeel
132049,9401,STRATEC
132051,12267,Wobit
132067,15859,JAC
132092,19248,A.YITE
132148,20188,Sampla
132189,19398,Compact Automation
132248,19599,Staku
132282,7524,Contronics
132285,15964,COFAN
132360,17813,Fluitec
132377,19335,SUPU Electronics
132435,20186,Vincke Hydraulics
132438,16704,Linearteck \/ Litek
132460,20185,Farina
132462,4897,Redler (Brand of Schenck Process )
132469,20184,Ofel Engineering
132517,20153,Wittwer
132518,7155,Saber Pumps
132657,12602,Höcker\/Hoecker
132706,7019,Zentro Elektrik
132717,18605,Grespan
132799,20181,Pizzirani
132825,15330,Tubi Gomma
132837,18135,Falex
132902,20158,PCE Messtechnik
132933,12175,Kingsland
132952,11842,Merlett
132985,15462,ONA Electroerosión
132988,17327,Perry Equipment
132996,14218,MOSTRO (Brand of ZPA Group)
133000,6487,Herl
133034,20178,Pape & Olbertz
133035,8011,Thermo King
133049,13159,Coilcraft
133075,6954,LINX
133090,955,Oerlikon
133120,2333,NEWAY
133158,3880,ETL Prüftechnik
133172,20173,T.V.Z.\/TVZ
133193,17769,Advance Valve
133230,14459,Franz Ziel GmbH
133295,18973,ELKA
133361,10882,Benz-tools
133363,2254,STA-RITE
133370,20175,FCM Bell Engineering
133380,3854,Stelzer
133383,20174,Spencer Franklin (brand of WDS Components)
133430,9510,Erca
133466,20167,GLYPTAL
133494,14088,Aljac
133512,17508,BFT Pumps
133521,13683,Griggio
133541,7803,TOGI
133562,11560,Onninen
133587,4792,ELCONTROL
133604,16732,Petroland
133661,15406,Kitamura
133666,7433,EMKO ELEKTRONIK
133682,7483,Kaindl Schleiftechnik
133702,20171,Remsdaq
133767,20151,Hofer
134094,18035,FAURE HERMAN
134136,8777,Huppmann
134148,15401,Precisa
134168,20168,AKVARIUS
134220,12334,Siebert Hydraulik
134228,13795,HPC Engineering
134232,11631,Vermeer
134239,18429,Ventec
134249,8914,Despa
134259,13950,SABATINI
134275,16568,Protherm
134287,13428,ESIT
134347,13702,Eanoy
134354,20164,Geomil
134560,14260,TRUMMETER (marke of Hilger u. Kern)
134561,20162,Tecnoelettra
134606,14775,IRONMAN by Grove Gear
134642,2255,SAPAG (brand of Emerson)
134654,14984,Monarch
134665,12870,Comax
134678,20160,INTECO
134712,14427,STEARNS (brand of Rexnord)
134726,20152,IZERWAREN
134746,1944,Interstop (brand of RHI Magnesita)
134759,8783,Singold
134867,15109,TRONEX
134887,14430,INSYS MICROELECTRONICS
134930,20159,BERGEN ENGINES
135122,13511,Mesdan
135210,20157,Jonell Systems
135216,8097,Lindner-Recyclingtech
135218,17287,Franke
135234,20156,Goodwin
135238,12182,MAFA - Sebald
135241,18889,Roth Hydraulics
135242,6491,TDZ Hydraulics\/Bezares
135280,17500,Advanced Microwave Components
135324,20155,Applied Automation Controls
135426,20154,PYLE-NATIONAL
135647,13722,schumacher
135676,5521,Manta
135796,17606,Arena luci
135804,20141,WEGMANN WÄRMETAUSCHER
135805,19349,Axis Hydraulics
135811,17577,ARFLU-COBEN
135819,6025,Kelburn
135838,18410,Esmaksan
135867,20149,KANEKO SANGYO
135874,20148,Levcon
135890,12260,Waveshare
135911,19739,INTER CONTROL
135923,13457,WS Walter Schrickel \/ RIVA
135978,5840,Graesslin
136023,6805,GarrettCom (Brand of Belden)
136051,17005,ELETTRONICA GROUP
136128,14491,Sensorex Detectors
136190,6009,Oerlikon Leybold
136207,18759,Lampugnani Sabbiatrici
136292,12101,Guarnitec
136333,4128,E+E Elektronik
136392,16756,Fisher + Rückle
136425,7938,Kochmembrane
136436,7574,DACS
136438,6650,GERNEP
136512,4715,Conexa
136597,18902,Marlanvil
136605,18840,FG Wilson
136617,17289,MADDALENA
136639,14762,MALCO
136653,15105,LINDSTROM
136671,3093,HITEC
136684,13370,SEGGER
136754,5003,Trojan
136800,16050,Glimek
136878,20146,Febrotec
136908,20145,Motogen
136925,13408,ITECO
136970,11043,Daniels
136983,14842,ABB Industrietechnik
137039,16924,Mahlo
137067,12147,DELTA P
137156,20135,Ruhfus Systemhydraulik
137177,13884,Arno Arnold
137203,20132,Hikrobot
137216,17008,BWC \/ Bishop-Wisecarver
137225,20117,InterDam
137238,13084,Oden Control
137246,16120,Brandt (brand of National Oilwell Varco)
137278,20150,HORSCH
137280,10401,Werkzeugfabrik Paul Horn \/ HORN
137296,10285,SAGITTA
137302,11771,Christof Fischer
137315,1676,PLANET
137393,10356,Vorgen
137395,12724,CIDEPA-SINCRON
137396,16867,Hidropnömak \/ Hidropnomak
137458,20119,Schwegmann Filtrations-Technik
137511,14855,AEMC
137524,20142,DeltaV (Brand of Emerson)
137532,19005,ATS Srl
137549,15128,Dunham-Bush
137580,14155,LINNIG (brand of Kendrion)
137624,19937,SUPERLOK
137648,10929,ERHARD
137749,7726,Tecalto
137753,16049,CTS Corporation
137821,14163,Söderhamn (Brand of USNR)
137871,17994,EUROBAND Sp. z o.o. Sp. K.
137875,8297,Hydro Systems
137948,348,LEONARD   Vollenbroich
137957,1225,Tadiran Batteries
137995,2514,ASSMANN WSW components
137998,12153,Curtis
138069,20122,Grupo Roser
138124,19187,Aruba
138145,5286,R&D CARBON LTD.
138228,20136,L&J Technologies
138236,20133,ECOLINK
138260,6842,CIMA
138274,13146,COMA. S.p.a.
138313,20131,Controlmatic ABW
138318,17435,GZUT
138343,7693,SCHWANOG
138365,1611,NETAFIM
138434,18619,AKKO
138509,4957,N.B.C. Elettronica
138549,10269,Electrica Milano Italia
138553,14649,DAVI Promau
138573,8689,Gericke
138602,14201,Realland
138656,10889,Rotomag
138686,175,Bosch Packaging
138688,16035,Wiese Förderelemente
138697,15534,Tätringen \/ Taetringen \/Tatringen
138729,3705,HAWS
138750,15575,SEIPEE ELECTRIC
138797,20129,Krebs & Kessel
138896,6857,Blancett
138938,13744,KABELWERK EUPEN
138941,10154,Gerstenberg & Agger
139044,14119,Manchester Tank (Brand of McWane)
139144,18508,RP-TECHNIK
139204,13253,Electro-Sensors
139209,7090,PEKOMP
139310,13889,Comer Group
139357,8260,Harhues & Teufert
139375,15494,IFF Engineering & Consulting
139380,5340,oventrop
139403,12730,BUGATTI
139467,20125,ekey
139471,578,HOBART
139487,20128,DAKO-CZ
139534,18358,Rubix
139580,2179,R + B Filter
139600,14975,Körting \/ Korting \/ Koerting
139712,4228,SITECO
139719,6615,Petro Canada
139813,15238,Funke Gerber
139860,13342,Toradex AG
139874,18728,Scotsman Ice
139931,18206,RSV Ruhstrat
140002,11308,Dichta
140028,9282,Technomark
140130,16898,Frese
140160,4322,FPM (ehemals F&G)
140188,18056,IBK \/ Ingenieur-Büro Kötter
140295,19326,Nightstick
140313,19309,ZITON FIRE
140326,17078,SBS DYNAMIC BALANCE SYSTEM
140364,20124,Twist II Clean
140381,19816,Martins Engineering
140461,3228,Labels Brady
140544,13569,Sinus Jevi (Brand of Nibe Group)
140550,14677,Blacoh
140579,7691,Johnson Electric
140641,13262,hivolt
140662,20121,Fratelli Pettinaroli
140681,17439,IDEF SYSTEMES
140764,10139,Gustav Goeckel Maschinenfabrik
140941,20120,Adam Pumps
140987,1023,Scott
141016,10706,GH cranes
141063,7008,Knappco
141214,20110,SK-LOK
141249,14441,KAMAT Pumps
141347,8760,Culligan
141349,18107,ELSIST
141431,13294,Waterleau
141446,18161,EdmoLift
141556,3764,Interpart
141756,13680,Albin Pump
141761,19489,Sunnen
141775,20116,Perma Pure
141823,20134,CS UNITEC
141894,3982,Elmiti
141902,20114,Roithner Lasertechnik
141983,20113,System di Rosati
142000,20112,BDF INDUSTRIES
142076,14785,Mokveld
142095,6801,MVA
142105,528,Schenck Rotec
142170,19216,Accuenergy
142179,18050,IGATEC
142181,9413,CINCINNATI MACHINES
142194,13578,Pokolm
142197,8676,CENTORK VALVE
142212,2859,Versa Matic Pumpen
142213,1348,Marschner
142216,4185,FHF
142223,4699,Trantorque (brand of Fenner Drives)
142225,5377,TF Kable
142241,20109,Artesyn Embedded Power
142270,15752,Rinco Ultrasonics
142324,9653,G.M. Ghirri Motoriduttori
142326,18472,Renesas Electronics
142333,15643,Stern Engineering
142350,17297,Mefa
142358,20107,Boehlerit
142368,3485,OMLAC
142408,9918,Ilmadur
142479,16493,M.A.S. \/ MAS Lambertoni
142503,16683,Hydraulik Nord
142521,10001,ZILMET
142526,2652,RMI
142561,10814,SIAT M. J. Maillis Group
142657,7486,Kasto
142764,15705,Regal
142775,12816,Meth
142825,7979,TSUKASA
142900,9427,ROZTOCZE
142959,11951,JUNWELL
143048,20084,JencoFan
143050,6713,MAG-LITE
143107,11681,Quma
143112,10463,Newage
143196,2628,Laska
143254,9571,Vakutec
143293,19064,Fontan
143306,20105,TRI-MATIC
143350,15646,ZPA EKOREG
143359,6077,EUROFARAD (Brand of Exxelia)
143418,20104,Bording Bellows
143434,12849,M.G. Elettromeccanica
143448,14340,Pasternack Enterprises
143554,17548,Echo Precast
143601,16885,GWF MessSysteme AG
143626,6261,Redline Communications
143634,18959,CTM Berlin
143689,10334,MENERGA
143810,16181,Premex Solutions
143838,17211,SMAG Salzgitter Maschinenbau
144080,19971,Williams Valve Corporation
144134,12628,ROGNONI
144237,20097,Flexoart
144238,15796,MENICS Signaltechnology
144333,20096,POLFLEX
144369,3029,Stork
144383,6628,FINDER Pumps (Brand of Dover)
144473,4464,SWC
144498,6737,Unitronic
144499,20094,CARMIX
144529,16690,ALPMA
144552,20095,DZMeccanica
144589,20092,Sudofim Serv
144595,12952,Raba
144713,20088,LGM Engineering
144773,15154,Top Cable
144787,13628,LINCOLN Motors - LEESON (brand of Regal Beloit)
144804,1803,Möhlenhoff
144805,20083,Faucher
144806,20021,Serrature Meroni
144829,6249,MARS Antennas
144838,3214,ROXTEC
144849,2769,Ölflex
144874,19480,Etra Balti
144934,7027,Dallmer
144935,6071,Valpress
145001,14629,EGT Eppinger GEARBOX
145136,15782,Steril-Aire
145145,18748,ETA
145250,11278,Tamagawa kundenschutz
145274,12737,ERLO \/ IBERMACH \/ IBERDRILL
145315,6700,Hultafors
145360,19876,Heiss Hydraulik + Pneumatik
145425,8888,Kanthal (Brand of Sandvik Group)
145528,18929,Alpha Elektrotechnik
145576,9950,Micatrone
145622,14090,LACROIX SOGEXI
145663,116,Baumer Tahlheim
145732,5955,BRADY Labels
145812,20089,DREWMAX
145827,8155,Groovex
145839,12711,SMA Solar
145848,925,Kettenwulf
145860,11224,Letina
145910,8160,Schreiber Meßtechnik
145948,7710,Ghibson Valves
145954,1677,InfraTec \/ Infrarotsensorik und Messtechnik
146171,16271,OTLAV
146179,15691,OEM Motori
146238,16655,ktc Handhabungstechnik
146350,12044,Novotec (System- und Industrietechnik)
146405,20086,EISENBAU
146425,2988,Bürklin
146433,9235,Ekato
146453,12685,Dr. Collin
146504,656,GEA Tuchenhagen
146524,3406,P-Line
146536,5489,Faurndau Elektromotoren
146575,20064,LC-Tec
146599,20052,ALTIGEN
146658,1216,Teko
146675,1049,AVDEL
146715,1077,Balcke-Duerr
146721,15731,Magnetic (brand of SKF)
146812,20085,АДЛ
146827,3493,GFG Safety
146895,2090,DESCO
146915,17516,Houfek
146924,3338,Metallkraft
146932,1131,Hygro Matik
146944,16078,PMZ Comatrans
147166,9139,Dosatec
147176,20039,WIC Valve
147179,19986,VST Gas Spring
147215,16437,Autotrol (brand of Pentair)
147236,11002,STC valves
147272,20080,ALSITER \/ SEI SISTEMI
147304,12408,Moniteur Devices
147307,20026,MATEST
147325,20079,La-Man
147360,20077,Macromatic
147384,17232,Bernel
147387,1227,sumida
147494,20078,URB
147557,14346,CMI Costruzioni Meccaniche Industriali
147753,16354,A-Tekniikka
147858,10086,Robox
147876,9543,Kippribor
147885,17018,KINSHOFER
147886,3263,NOVATECH
147907,8044,Willemin-Macodel
147911,15845,ZSE Praha
148013,7184,SR SCHINDLER
148035,20072,Mechtrix
148082,8368,Steris
148087,12083,EletCa \/ Elet.Ca
148092,14499,Atlas Material Testing Solutions (brand of Ametek)
148130,20075,FACON
148169,11538,CELLWOOD MACHINERY
148237,3573,Iskra Tela
148238,12899,Crawford Precision (brands ROTOLIN \/ SPIRO \/ EXACTA)
148278,20047,Irrigation Components International
148347,2835,DAREX
148381,20051,EGE Endüstriyel Kontrol
148489,13248,Muller Beltex
148502,20074,Advanced
148529,7136,Rudnick & Enners
148558,18194,ABITRON
148566,2812,Berner
148646,13883,CARLY
148662,19615,ZF Maschinenantriebe
148771,12354,Kukla
148781,20073,Haigis
148830,20071,MCM OIL TOOLS
148966,8347,ADAMCZEWSKI Elektronische Messtechnik
148983,16810,CREE LIGHTING
148985,17787,Cleaver-Brooks
149005,19259,Power-Sonic
149086,232,mobac
149089,16491,Uhde
149104,19423,Austria Email
149153,12450,Csepel
149154,20081,TPC Pneumatics
149174,17521,HANDTE Umwelttechnik
149178,7274,Schell
149189,7025,Hansgrohe
149209,20067,Specialized Products Company
149237,10060,REFU
149266,11966,CAT
149297,11202,Klöckner Hänsel
149419,6460,SHUFT
149425,19016,Komax
149501,5356,Invertek
149507,12263,tecnoclima
149733,8876,White
149796,17536,instron
149825,5911,Rothenberger
149865,11453,K+D FLUX-TECHNIC
149916,3817,GEA Heat Exchangers
149917,13474,Lorentzen & Wettre (Brand of ABB)
150108,6560,MIDEA
150130,20061,Gemmo Group
150213,18602,Oswald Elektromotoren
150323,10886,BONINO
150452,4113,Kernel
150470,13632,RKR
150481,5916,Okamoto
150483,12265,GEA Farm
150494,5362,Nabtesco Precision
150517,13308,
150518,19880,Roper Pumps
150530,20059,Unidro (Brand of Saur Mission Water)
150543,8189,ELKO EP
150545,20057,Geneglace
150616,17172,Springer Controls
150623,14068,Aflex Hose
150633,8554,AC Marine
150638,20056,Baker Gauge
150817,20302,Schiessl
150849,11194,Concens
150851,20054,TEDERIC
150900,13712,INTERVAC VAKUUMTECHNIK
150927,16859,SUTRON (brand of PHOENIX CONTACT)
150942,14881,Black & Decker
150969,20053,OMNİ ENDÜSTRİ
150981,12920,MAVIS
151067,20038,Dynamic Machinery Technology
151098,18671,Sensia
151170,8018,KEM Co.
151276,15965,G.F.M. ELETTRICA
151293,16803,SK PROFESSIONAL TOOLS
151355,15602,AMTROL
151481,17907,KUTHE SAS
151485,20049,PTR Strahltechnik
151578,20048,NGK SPARK (NTK)
151712,18057,Schwepper
151721,10265,Refra
151760,652,LABELLERS
151763,17230,Unipower
151782,20013,Gammatec
151840,8979,Reiss Messtechnik
151918,20045,Hyoda
151954,767,BCS
151955,15020,Schnabel Metalldrücktechnik
151972,2636,BAYER PHARMA AG
152044,13757,Arnold Automation
152076,5795,Westcar
152077,12487,Purtrex Cartridge filters (Brand of General Electric)
152089,6759,Hensle Zuführtechnik (Eugen Hensle)
152249,4448,ATELIERS FRANCOIS
152258,20033,Fortuna Spezialmaschinen
152365,2496,ALBA
152375,9195,Lascar Electronics
152418,16210,Lutos
152433,20042,Vaseco
152477,16895,mimatic
152491,17817,Ados s.r.l.
152516,2154,Muhlen Sohn
152716,20043,Gervall
152798,18974,Industrial Gas Springs
152832,16620,C.E. Combustion and Energy
152893,9370,Jorgen Bork Electronic
152923,5423,tdm electric
152985,20030,TEL Temperature Electronics
153004,5283,Linn High Therm
153024,4371,Ozbekoglu
153108,19588,EPI
153132,20036,HT spa
153149,9089,AVK Armaturen
153294,20034,NHV
153346,20032,FUJI KOGYO
153419,2553,MasoSine (brand of Watson-Marlow)
153476,16800,ATS Elbtalwerk (Motoren)
153490,7646,NBK
153557,17640,Nice
153604,17690,KMU LOFT
153696,4945,Habor
153755,11994,GS Industrie Elektronik
153803,11424,Power Integrations
153810,20027,BAHIA INDUSTRIAL VALVES
153822,19999,ROCKWOOL
153857,12372,securon
153909,11902,Schmidbauer
153953,3196,WEEKE (Brand of Homag)
153995,18183,Josef Meissner
153998,11731,Dereli
154005,12344,Yantra
154038,9281,Pompdirect
154104,20022,Punch
154125,20025,SMITHCO ENGINEERING
154128,3928,Promet
154147,12667,LIRA
154185,5314,T-T Electric
154187,10457,Wigam
154190,16023,PESTER
154278,15736,Chemglass
154298,12321,LPG Group
154316,20041,TECAN
154368,9164,ValvTechnologies
154421,8917,HESTEGO
154533,2775,Warman (Brand of Weir)
154589,15061,Kecol
154618,11289,Stocchetta
154635,10039,Justrite
154671,20016,Analog Microelectronics
154683,4552,Caster pumps
154686,13674,Goratu (Brand of Geminis Lathes )
154688,7272,SAM
154756,7720,Luxiona
154799,20018,Karl Menzel Maschinenfabrik
154839,11784,MICROSET
154905,471,Wistra
154909,16738,Silart
154928,16716,Schrauben-jaeger
154943,20024,SWEED MACHINERY HEADQUARTERS
154968,1596,ARKAL Filtration Systems
154978,11346,Cambridge
155021,4479,Motic
155060,13087,FNC Italia
155219,5536,IDC
155267,13970,Ares Elettronica
155291,20017,Stefani
155313,16207,Euresys
155339,17074,KLEIN GBR
155341,13506,clean-tek
155427,19104,TSC Corporation
155429,12721,Bermaq
155599,18260,Samini
155688,15476,ELASTRON
155699,9708,Küppersbusch
155709,16809,ENATEL
155861,14477,SWI Valve
155873,18908,Climax Metal Products
155905,14699,CELEM
155950,5347,Kanya
155997,15713,EXFO
156008,12003,Lunardon
156030,15166,ASPERA
156036,20251,Positronic
156050,1607,AEM-Anhaltische Elektromotorenwerk
156058,19953,Detectonic
156079,17251,Tscherwitschke
156094,20014,Indual
156102,17894,Korema
156134,20012,LEBEN
156156,12722,EURACRYL
156190,12594,ITALMOTORI
156196,18385,Stemotech
156222,14821,MABEG
156224,8813,Meroni Serrature
156422,3280,uv-technik
156426,7160,CONTREX
156491,15538,Magnet Elektromet
156499,15923,Kaban Makina
156559,1852,Hugo Müller
156562,12916,VOMAT FILTERSYSTEME
156569,15688,CROSS
156589,20009,GEVAG
156617,2273,KTM (Brand of Emerson)
156619,11347,Power Jacks
156642,20008,Schäfer + Peters
156664,20010,Grupp&Stahl
156674,20007,Bufab
156796,15303,ECS Inc. International
156818,19983,Apra Gruppe
156838,16689,MECA
156881,5945,B&B Srl
156896,16857,Aira Valve Automation
156996,9525,Mohn
157169,11559,WITELS-ALBERT
157232,8585,AEC Technology (ITW WELDING)
157264,12832,Dragon Valves
157272,18672,COMARME
157277,18331,Herz
157398,20005,TOSACA
157435,11718,VIBROS
157476,13607,sglux
157524,7144,Scantech ID
157534,19011,Sial srl
157536,18540,MÉRAND
157589,5505,INNOvari
157610,3181,Robland
157707,14331,Accumulators Inc. \/ACC
157710,6094,BRIGHTEK
157778,7021,TECE
157805,13032,DANOBAT
157812,20003,Garzo
157837,8756,Dendor Valve Industrial
157868,19757,DF Electric
157947,19987,KAT Mekatronik
157953,20002,Sidewinder Pumps
157961,17059,Penn Engineering
158097,12240,PEI \/ P.E.I.
158110,18777,Genova
158150,20001,YOTSUBA
158315,12789,SEMA
158523,937,"DÜBÖR, Dubor"
158576,19502,Pregler Maschinenelemente
158670,6254,Newmar
158725,16651,ARTORQ
158802,19997,SFINT
158873,17709,Ensinger
159048,17677,Spartan Scientific
159074,7641,MORATTO
159080,19996,Erich Jaeger
159083,19995,Portasol
159162,9386,ieci
159254,19994,HORIUCHI MACHINERY
159292,19992,Carco Inc
159300,14702,SIRIO
159381,13101,Transformator-Teknik
159397,18342,UNIVERSAL ROBOTS
159461,5783,VAG GmbH
159567,10820,ADEV SRL
159572,18026,Northern Blower
159599,9907,ZWICKER
159653,12633,FRIULMAC
159688,19934,Chaumeca
159701,19988,Tuff Seals
159763,5770,ORBIS
159792,18235,Diapump
159866,18053,SYGNAŁY
159883,17699,Patton
159956,19441,OGLAEND SYSTEM
159995,15904,CODERE
160066,10414,BARTHELME
160068,19976,DIT Diamanttechnik
160106,10002,Gebrüder Frei
160124,19985,GRESSEL
160174,7746,GF Welding
160240,19984,B&B Verpackungstechnik
160248,14037,Heilig & Schwab
160518,19979,ITAHYDRAULIC
160521,11420,SPN Schwaben Präzision
160532,19980,Siebenhaar Antriebstechnik
160551,19981,ZERUST
160553,10445,U-Blox
160613,11845,Schneider Pumpen
160632,14395,Piezus
160661,7312,Rahsol
160780,13493,J. SCHNEEBERGER Maschinen
160815,16032,MEITEC
160904,10669,VetterTec
160951,1282,Premotec
160962,19978,GEMO
161085,19977,AQUALABO
161100,19942,GRATTEC tools
161139,1449,Fischer Elektronik
161167,13399,Dockweiler
161169,6932,SIMEX
161188,19964,Sachsenkabel
161397,19973,KST engineering
161410,19974,Dem-San
161411,19972,CLEAN-GEARTECH
161420,8207,M&H Inprocess Messtechnik
161422,2102,Hauhinco
161561,18464,KARL MAYER
161638,10127,Hauni
161644,17782,AEES
161705,12052,spinner
161709,19970,Blastman Robotics
161787,19969,KAM CONTROLS
161802,19940,Gegner Hydraulik Systems
161828,19935,Sonotop UItrasonics
161862,14606,Lantor
161888,19949,AIRCOM (PIPINGSYSTEM)
161946,10142,Kolmer
161949,18138,EFB-Elektronik
162061,14602,Ceramicx
162077,19930,SIGG Strahltechnik
162116,5712,Trotec
162121,16408,NSI
162175,14162,ZERTROX
162333,16662,Fil-Trek
162613,5096,Schmidt Strahl
162635,7540,Kemmer
162653,18315,Fiktech
162654,8893,deltaP
162707,19963,airprotech
162743,5760,VARTON
162745,14475,VUES Brno Motors (brand of MOOG)
162775,6476,H. Bilz
162799,19954,Uryu
162810,19960,M-I SWACO (brand of Schlumberger)
162814,19962,SENRING ELECTRONICS
162839,19961,Jarvis Products Corporation
162888,19665,C.E.P.  \/ CEP Costruzioni Elettromeccaniche Parmensi
162945,270,DIGI
162947,5976,MICO
162968,18721,TKM Group
162997,18500,Parteco
163017,13238,DONJOY
163034,8849,Ditel
163044,19956,TORNATECH
163050,19955,LUEHR FILTER
163060,19959,NVE Corporation
163064,19957,ALIGN
163079,19993,Pyro Electric
163083,8456,PRÜFTECHNIK Dieter Busch
163237,5968,HALDEX \/ CONCENTRIC
163244,11303,Tiger-Vac
163468,13643,LASE Industrielle Lasertechnik
163477,16012,IMT ARMATUREN
163546,17947,Akron Brass Company
163597,751,Sauter-Cumulus
163623,10635,Royce Technologies
163688,18253,Kührer
163703,13609,Associated Research (Brand of Ikonix USA)
163729,2175,BARBERO Pumps
163730,16865,MASSENZA
163747,6893,GEWE
163757,9971,Hytrex
163803,16536,Automax
163912,11176,Allegro MicroSystems
164043,10452,ZPA Pecky
164089,5816,AKH – Antriebstechnik
164099,3001,Mission (brand of National Oilwell Varco)
164191,7014,Thimon
164231,10743,DR. FISCHER
164233,7655,Schiltknecht
164288,2940,Basf
164290,11428,BAYKON
164328,8512,Isabellenhütte Heusler
164369,19923,MAKALI VALVES
164382,10366,SKV
164386,8388,Draka Multimedia Cable
164412,19936,STPI PARIS
164419,12947,INNOLevel
164446,10499,Josef Huber
164547,19946,Barnstead Water Systems
164553,19939,UTENSIL BREIT
164556,19943,Topstek
164564,19941,RITTER APPARATEBAU
164581,2964,Voestalpine
164584,16244,Gurtec
164590,3828,Otto Hydraulics
164624,6042,Ferroli
164680,5759,EKF
164763,18740,PG Flow Solutions
164764,18009,Teledyne Brown Engineering
164805,4115,HTM Sensors
164854,8611,Kohlhoff Hygienetechnik
164938,5261,Wiedemann Industriebrenner
164967,14207,ENOITALIA SRL
164990,8117,Friterm Termik
165002,8331,Belma
165010,16777,Berstscheiben Schlesinger
165011,19868,Grimm Zuführtechnik
165070,9829,ZCC.CT
165090,19893,MEG INDUSTRY
165139,9897,RealCare
165213,14348,Witt Sensoric
165241,14709,Icel
165272,19069,Daido Precision
165312,7519,Gebr. Schmidt Bauunternehmen
165448,19933,Moba
165551,8773,Value
165564,499,APM Hexseal
165580,15663,SEISA (brand of Sumitomo)
165591,8739,Carmex
165612,7988,GeDi Technik
165616,9248,Tapeswitch
165705,18440,АРХИМЕД
165719,15711,Resqtec
165756,11578,Maselli Misure
165790,16848,Lilaas
165815,16288,Koenig & Bauer
165823,10751,KEP France
165969,14264,SYNERGYS TECHNOLOGIES (marken LEAKSHOOTER \/ VSHOOTER)
166052,5719,LEMIS Baltic
166057,9965,Mayfran
166104,19924,KMH-KAMMANN METALLBAU
166272,3973,Chino
166292,7555,Collin Technology
166379,17599,Lotz Cutting
166402,16702,technico
166413,9432,Bisspecials
166421,13937,SATO PARTS
166460,15075,LOXEAL
166467,19886,Schoenrock Hydraulik
166484,11948,Bretzel
166495,12629,ZANIN
166511,4141,Komet
166512,3682,Polytec
166554,5920,GMGen Power Systems
166576,19931,Heinz Schade
166589,12749,MAGSY
166725,19926,Industrial Valco
166728,19927,Shanghai Electric
166775,4689,Altra Couplings
166872,10959,Dotech
166901,8824,Irmato Jentiens
166992,8661,CELM
167006,14437,DVC (Dansk Ventil Center)
167015,19922,Olympia Pumps
167513,19921,SEGLER
167567,3925,Soltec
167629,19920,IMEAS
167632,19917,MGG Lamps
167689,14151,Robamat
167696,18217,CPM Europe
167757,9967,Eidos
167796,16368,Amazone \/ Amazonen-Werke
167846,19076,NIKKO ELECTRIC
167873,9654,Wöhler
167914,13239,Kromet
168012,15775,KARL DOSE
168019,19919,MCD SAS
168024,16707,ATELEX
168062,13854,MES
168066,7235,Pro-Chem Analytik
168111,19862,Gycom
168186,11623,Takeuchi
168198,19916,Draintech
168293,19914,NTK CUTTING TOOLS
168295,8318,INCO Sopot
168327,10349,EBT Optronic
168356,1847,Emerson Network Power
168524,1696,Duo-Chek
168537,16190,Clemtex
168578,19894,WASSERMANN TECHNOLOGIE \/ HPI Die Maschinenbauer
168587,19911,MSSC
168590,19913,Reynolds& Company. Inc
168635,16202,STF-Filtros
168666,19910,Airtec Solutions
168676,19912,Chatel Gallay
168727,12013,ESM (brand of SKW Metallurgie)
168732,19780,ESK Schultze
168739,19672,REIFLEXA
168740,4590,HORST
168761,6853,Hedengren
168770,11337,Allied Machine & Engineering
168793,18685,Reotemp
168815,15829,Thermocable
168841,19908,PacSeal Hydraulics
168879,19907,Semakmatik
168883,19909,SALVA INDUSTRIAL
168902,9957,Hannemann & Pruss
168906,19905,Goriziane
169012,13724,JAE \/ Japan Aviation Electronics Industry
169058,17618,Dahua
169139,11803,Buzuluk
169206,17725,Botti Technosystems
169207,19904,Iller-Pneumatik
169421,12230,INDAG Pouch
169427,19903,Albonair
169473,19902,Post Glover Resistors
169501,3846,HST Maschinenbau
169509,19364,Germanjet
169569,11362,BMS
169617,19901,Alhan Cagri
169685,13388,Noggerath (brand of Aqseptence Group)
169778,4248,Sulzer Escher Wyss
169807,19899,ProTec Polymer
169826,11526,CINCADO
169834,15397,AGRAMKOW
169867,15445,ZINSER
169870,16045,Klimawent
169925,2953,Nagel
170094,7024,Ideal Standard
170103,14019,ZS Zylinder
170119,11427,FUG Elektronik
170154,18418,Schiavi
170201,15947,Zimmerlin
170272,4890,Bohlender
170283,10778,AC Analytical Controls
170311,19929,AXH Air-Coolers
170366,19898,BCE-Elektronik
170441,356,Hebmüller Technik
170484,8808,Control by Web
170515,19760,VILLA & BONALDI
170528,19897,Hegenscheidt
170580,9052,Energy Technology & Control Ltd
170590,4983,Buchholzrelais
170659,12989,jubilee
170675,10689,FKL
