,brand_id,title
14443,5979,Weser Pumpen
14449,7156,SAIER Dosiertechnik
14453,16722,Evac Pump
14461,6820,Kurtz Ersa
14464,13192,MACGREGOR
14486,7510,DORMER \/ Pramet \/ Dormer Pramet (Brand of IPS Group )
14508,10038,Nuega \/ Nüga
14509,9925,Protempo
14510,8185,Eirich \/ Maschinenfabrik Gustav Eirich
14511,3648,Hennlich
14520,14298,vatec
14521,14021,RAVO (Brand of  Fayat Group)
14524,10190,Delem
14526,8054,Huck
14534,7920,Nova Analytical Systems \/ Nova Gas
14536,6141,Kendeil
14576,19965,MBS AG
14577,7713,Sheppee
14582,4714,Walterscheid (brand of EATON)
14590,7976,Precia Molen
14592,1733,FABIO
14594,11246,Chicago Blower
14596,778,Flexon
14598,10179,ITE - INDUSTRIALTECNOELETTRICA
14604,13014,Kannegiesser
14606,1968,Atmos
14611,3833,ELIWELL (brand of Schneider Electric)
14613,10893,TSUBIS
14622,6076,BEI Duncan Electronics (brand of Sensata Technologies)
14625,11480,Apen Group Spa
14629,20995,Egon Harig
14636,13046,NEM hydraulics
14665,14142,MSW Motion
14668,19787,Janatics Pneumatik
14669,10526,HOSCH
14671,5324,AVIT
14674,20996,NOVICK
14675,333,PATLITE
14679,6986,Worcester (brand of FLOWSERVE)
14686,3278,WOMA (brand of Kärcher Group)
14689,8950,Nuaire
14694,12622,AIRPES
14697,344,Lechler
14698,14087,Gammon
14701,10519,MICRO MOTION (Brand of Emerson)
14702,16580,MRS Electronic
14703,11776,GFL
14706,7942,KELLER HCW (part of LEGRIS INDUSTRIES)
14720,14563,QUASER MACHINE TOOLS
14721,18445,Clamptek
14725,2256,PENTEK
14730,10609,PS Mako
14746,14382,General Monitors (brand of MSA)
14750,11251,MERRY TOOLS (brand of Muromoto Tekko Japan)
14753,8125,NASH (Brand of Gardner Denver)
14760,10196,Tornos
14764,13313,Alco Valves
14775,12290,CRG Electric
14784,3255,Cinch Connectors
14800,918,Tival Sensors
14803,5272,Friulair
14807,13421,SOFAMEL
14809,3183,WEIMA
14821,16953,Montanari Giulio
14833,3526,Georg Fischer
14854,17424,JASC
14858,12648,DORIN
14860,13138,ALFONS HAAR MASCHINENBAU
14868,13644,Headline Filters
14874,13800,SCAME
14883,14306,VAPSINT
14903,16374,EISELE
14909,12760,GLYCODUR
14913,10498,EAW-Relaistechnik
14924,15632,LAMBRECHT METEO
14929,7058,JENOPTIK
14936,15615,Baker hughes (brand of General Electric)
14940,20844,Deltronic
14962,662,Vacon (brand of Danfoss)
14968,6742,Kelvion (GEA Heat Exchangers Group)
14973,11704,Peroni
14986,18001,Huber
14987,16173,Nippon Gear
14988,2831,IMG Encoder \/ Drehimpulsgeber
14995,2688,FRANKE-Filter
15004,4007,MEMMERT
15005,3287,Wheelabrator
15006,5384,Recom
15007,12348,UNITED BRASS WORK
15009,5863,UNI-T \/ Uni Trend
15032,11973,PROFROID
15040,9028,ARCUSAFLEX (brand of Reich Kupplungen)
15045,12519,ZOOK
15048,15969,Hugo Reckerth
15051,15381,Kanomax
15052,11029,UNI-AIR PNEUMATICS \/ CYLINDERS by Hypex
15054,16343,WEYHMÜLLER \/ Weyhmueller
15089,7984,SMITSVONK (Brand of DURAG)
15103,14636,BESA Valves
15113,16751,Setco
15118,5830,GMI
15127,8514,Durco
15131,13740,Powerohm Resistors (Brand of Hubbel Resistors)
15137,2970,Dynaco Entrematic
15145,20992,motion06
15166,16754,FISCHBEIN
15171,16187,BIBUS
15179,14180,RUBENA
15182,398,MTS Sensor
15245,9875,COMAP
15250,4563,STS coupling
15256,7299,Fabory
15264,11419,FUTEK
15283,16592,Aparian
15287,3337,Optimum
15288,620,Güntner Guntner Guentner
15323,5265,Masoneilan (GE)
15325,11565,OXFORD INSTRUMENT
15332,16051,Helios Quartz
15333,3724,AMAZON FILTERS
15349,14899,CEM
15359,4135,DOL SENSORS
15367,8671,SCHRACK SECONET
15370,10770,Macnaught
15392,1479,EMAG
15395,2590,BASLER
15398,7995,Sofrance
15400,4272,Shin Etsu
15403,7189,Mawomatic
15406,4385,EMAS
15409,14300,FrymaKoruma
15415,17300,Phillips & Temro
15416,17359,Fabreeka
15430,931,Itron
15435,8536,BYK GARDNER
15446,726,NIJHUIS-WATER
15458,2043,Tork
15459,8761,KATKO
15460,627,Ko-ken
15473,783,Treif
15479,11197,HAFNER Maschinenbau
15487,16139,Hillmar
15488,5213,SEIKA Mikrosystemtechnik
15491,1754,Hoke \/ Circor Instrumentation (brand of CRANE)
15496,16733,variopumps
15500,10608,Kyowa
15503,9675,CarnaudMetalBox
15504,13037,TUTCO Heating Solutions
15509,14279,Cargo Floor
15513,17445,AUER Packaging
15518,5375,FEAM
15530,19833,CHROMATOTEC
15558,2153,NIEDAX GROUP
15571,18047,MEISEI ELECTRIC
15572,13334,MAGPOWR (brand of Maxcess)
15576,2346,FRANCIA
15577,12666,SKAKO
15578,2423,Coel Motori
15587,248,Bosch Rexroth
15606,11937,HAINZL
15626,9464,Alwitco
15639,2373,Fife (Brand of Maxcess)
15653,521,Industrie-Elektronik
15684,19061,Rubycon
15723,13664,I.R.E. INDUSTRIA RESISTENZE ELETTRICHE
15734,3959,Nilos ring (Seals \/ Dichtungen)
15741,5483,BAMO IER
15755,5404,Maxwell
15757,8990,Huhnseal
15761,13823,IMETA
15769,8845,Winsmith
15791,368,Dosatron
15816,14506,CPI Compressor Products International
15818,10755,Colombo Filippetti
15823,14221,ISKRA
15827,5160,Teleco Freni
15836,16462,OEG Brakes \/ Officina Elettromeccanica Gottifredi
15851,12449,Vossloh-Schwabe
15852,17350,Mason Industries Inc.
15855,15470,Jofo
15856,4815,MARBETT (brand of Rexnord)
15864,6652,Ascon Tecnologic
15880,3994,Toolflex (brand of KTR)
15884,4478,Hakko
15891,15321,Hubbell
15892,15513,FACO
15895,16225,Peter Taboada
15915,20975,Mactech
15925,18926,MESA ELECTRONICS
15926,16089,Fluid Systems
15927,8646,Lehmann Rotary Tables
15931,7847,DNH
15939,2151,TRILUX
15940,15757,Koch Membrane Systems
15943,16739,Ntron
15948,3845,ICME (Brand of Lafert Group)
15951,9079,ELCOS
15956,12070,LAMPAR
15978,10072,RTA
15984,16214,Brookfield (brand of AMETEK )
15987,5024,Frei
15989,3672,NORIS Group
15990,8801,Transcend
15992,6693,BOSSARD
16005,17070,Humboldt Mfg
16019,8219,ATR Industrie-Elektronik (brand of Siempelkamp Group)
16026,5647,NITROGAS
16056,2444,IXYS
16066,13508,Riduttori Possamai
16072,12213,Groeneveld
16091,11714,NYLATRON
16096,12374,Polarteknik
16097,13594,CHINT
16110,132,NORD Getriebe
16112,4646,SONDERMANN Pumpen  + Filter (Brand of Flux)
16114,6317,SOLCON
16124,851,Cooper MEDC
16152,3702,GRUNER
16194,12185,MICHAUD & CHAILLY
16196,2386,Demag Cranes
16199,8765,Caldaro
16210,946,Gates
16217,9678,Thermosystems
16230,5484,BERTHOLD TECHNOLOGIES
16236,6359,Bockwoldt
16238,2983,ETAS
16239,3082,Koomey
16241,3542,Mesutronic
16243,272,Citizen
16258,8192,KB Electronics (Brand of Nidec)
16279,526,Flygt (brand of Xylem)
16280,8755,Chinfa
16304,15927,HO-Matic
16305,8169,WELDOTHERM
16306,693,ERICO (brand of nvent)
16307,6994,Utilcell
16310,9828,EMG Automation
16314,11378,Autom Milano
16317,12551,Marshalsea (Brand of BIFOLD )
16322,2376,Tidland (brand of Maxcess)
16330,3194,HOMAG
16331,20994,HANSUN Engineering
16333,6113,ALFRED Jaeger \/ ALFRED Jager \/ ALFRED Jäger
16337,9088,ELIMKO
16360,208,Bauer Gear Motor (Brand of Altra Industrial Motion)
16361,14735,Magnetic (brand of Orange 1 Holding)
16362,20987,Click Scolmore
16388,7437,Amandus Kahl
16404,1810,AVITEQ
16405,16845,Primafluid
16410,1039,Crowcon (Brand of Halma )
16421,20986,CROTTI FORTUNATO
16424,571,tst
16434,4369,ISMET (brand of Phoenix Mecano)
16467,9119,Inoxpa
16499,20838,Apex Hydraulics
16506,7680,Ihne & Tesch \/ Keller Ihne + Tesch
16518,10974,BETA Pressure & Temperature Switches
16522,4105,Hella
16531,10398,Comeletric
16532,7366,BriskHeat Corporation
16537,3906,Avintos
16543,13825,ELMOT
16548,12113,GRIBI Hydraulics
16576,6220,BOHLE
16577,20819,North American Manufacturing
16578,17128,Benshaw
16579,20177,Regell
16617,12788,AVA Maschinen
16620,15495,SIPRO
16626,567,Hengst FILTER
16644,3550,Hegla
16653,7677,TAE Antriebstechnik
16661,9190,OJIDEN
16662,12671,STS Electronics
16680,20985,Hadro
16692,1490,EffEff
16696,10408,ANTUNES CONTROLS
16714,14362,Ellis Kuhnke Controls
16716,2317,beck
16725,14009,BER-MAR
16731,4829,Sunvic
16733,2507,Samwha
16734,12709,Evercool
16741,17946,Renzacci SpA Industria Lavatrici
16742,15052,Boyser Pump
16745,11300,Dixi
16746,13383,TRACKONE srl
16753,19481,Roots Systems
16754,16647,Uhlmann
16762,15932,AD VIGANO
16770,6552,Lucifer (brand of Parker)
16771,11725,Furuno
16785,19591,International Fluid Power
16786,2851,JABSCO
16788,5900,VARISCO
16794,9942,FIR Elettromeccanica
16798,12954,ALFA MECCANICA S.r.l.
16802,12631,VEFIM
16811,11700,Mitee-Bite
16813,13050,Fratelli Laveggi
16823,4684,Merlin Gerin (Brand of Schneider Electric)
16825,10847,Holms Industri
16827,18343,Toni Technik
16836,11517,Cela Industry Srl
16839,6034,Nissei Corporation
16840,2734,SMEM
16841,15072,ACD Antriebstechnik
16843,19347,Black Bruin
16851,3411,Zimm Maschinenelemente
16901,2711,ARCA Regler
16903,5623,METKON
16910,5587,GESIPA
16913,20533,Setic Pourtier
16922,12790,DIEPA
16923,17282,Comat
16948,4273,Rotronic
16949,16946,Smiths Interconnect
16952,20020,RBS Reading Bakery Systems
16962,14569,VERGOKAN
16964,5124,Lamb Electric (brand of AMETEK)
16971,12393,Proconect
16972,329,PIEPER
16976,7809,van Dinther
17010,4202,Val.co (member of GHM Group)
17012,17560,MASUDA
17022,7636,ADOS
17023,11080,Gidding & Lewis (brand of Fives Group)
17028,7647,KHK Kohara Gear Industry
17058,18152,Lessmann
17062,4124,TEWS
17076,6066,Agie Charmilles
17081,14023,KAISER ELEKTRO- UND FÖRDERTECHNIK
17083,2705,VULCANIC
17102,6754,TM Technologie
17112,966,PANASONIC
17115,3306,SEIMEC
17128,1933,Lafert
17141,10199,Jongia
17145,3420,B&B
17147,8570,HOSOKAWA MICRON POWDERS
17150,8080,Meson Valves
17151,12779,NADI Valves
17153,17961,E.P.P. Euro Press Pack Spa
17162,20902,Wiedenmann
17163,6505,Althen Sensors & Controls
17167,1872,Pittman (brand of Ametek)
17172,8907,Coiltech
17184,9450,Sensocar
17191,13978,NAPCO PUMP
17205,11329,PRESSOL
17209,8449,Thomas & Betts (A Member of the ABB Group)
17223,4315,TROX
17241,2847,AseA BBC (brand of ABB)
17271,10619,TAIYO (Brand of Parker)
17293,8247,DR Joseph
17305,13035,KIMO Instruments
17334,7881,FinnSonic
17385,10518,JIANGSU YANGLI
17386,4565,MCgill (brand of REGAL BELOIT)
17389,20982,Euro Products
17391,3606,Haefely Hipotronics
17392,13413,Westelettric
17395,16484,MEZ MOTOREN
17410,9177,Gilbarco Veeder-Root
17435,4745,DELPHI
17439,11353,Reiku
17459,1082,Copes-Vulcan
17481,3851,Bosch
17485,13471,Koch Technik
17520,2413,ARGUS Fluidtechnik
17522,5700,Link-belt
17535,10544,BIAX
17555,9636,Mebra Plastik
17558,8346,WALTON
17564,14625,Sesame Motor Corp.
17566,91,Tesch
17570,997,Cejn
17590,161,REO ELEKTRONIK REOVIB
17595,12318,Beluk
17603,572,WEH
17604,7550,Willtec Messtechnik
17606,7541,Relex
17607,12672,Asco Pompe
17631,1137,Sisu Diesel
17645,6168,AXIS
17647,6465,EMUGE
17669,12793,OLTREMARE  S.P.A.
17689,9565,ALTMANN Potentiometers
17690,3000,Suntec
17694,9416,Rodax
17703,15977,Keltec
17729,3984,GEFA Processtechnik
17773,20980,"AnaCom, Inc."
17797,11375,Kardex
17832,8734,Normalab France
17839,7137,Elektror airsystems
17866,12821,DREWS ELECTRONIC
17868,3477,ITW Switches \/ ITW McMurdo  Connectors \/ ITW ERG Components
17873,2842,Weintek
17874,15454,BARLOAD MACHINE
17876,4718,Pleiger Maschinenbau
17879,9185,Maxon (brand of Honeywell)
17885,20972,Southwest Microwave Inc
17887,7399,Speeder Motion Line
17888,12086,IBAG
17889,14849,ACMA
17898,15933,MORILLON
17900,4028,Autotherm
17905,12696,ELECTROTHERM
17909,8522,ARMATURENBAU \/ ARMANO
17928,2461,Figaro
17930,2912,Sauer Automation
17936,4287,Softing Industrial Automation
17937,1270,Raychem (Brand of TE Connectivity)
17944,10347,REICH KUPPLUNGEN
17945,2930,Bock
17958,1303,Parat
17968,18782,Neuenhauser Kompressorenbau
17979,12463,Carlyle Compressor (brand of United Technologies Corporation)
17981,3157,Südkabel
18000,2134,Elo Touch Solutions
18013,687,Spinea
18018,5882,HENKELMAN
18023,10536,Techne
18027,4539,Wimex
18029,7067,MP ELETTRONICA
18032,11265,Filcoflex
18056,16079,Urschel
18068,16964,ss LUBAC
18077,12904,EBBCO
18084,13725,ES&S Solutions
18085,2267,ANDERSON GREENWOOD (brand of Emerson)
18092,11191,Busak+Shamban (Brand of Trelleborg)
18097,746,Automax (brand of FLOWSERVE)
18112,20979,WireFlow
18118,13943,O.M.B. Vibrator Motors
18132,5415,LEMO
18134,3788,Sveba-Dahlén
18146,10006,uni-chains
18149,8050,Camloc
18158,14414,Galco Industrial Electronics‎ (Brand of Eaton)
18165,3230,MIX S.R.L.
18170,325,FANUC
18173,16174,Futaba
18177,12780,Vibrowest
18183,12523,SAI Hydraulics
18184,4889,Brady
18190,2368,TUROLLA (Brand of Danfoss)
18191,20978,EUROATLAS
18198,8958,Albright
18204,11954,Micrel Medical Devices
18205,7566,STOGER Automation
18207,14637,DISIBEINT ELECTRONIC
18222,17032,Pago
18232,9564,BOSSAR PACKAGING
18236,9877,Kostyrka
18245,13222,Dynamo
18250,3842,Flexco
18256,10234,TROMBETTA
18260,593,HAUG
18262,11528,DIXI Polytool
18269,7055,Miksan Motor
18272,3279,Dustcontrol
18285,10016,Loval
18287,10637,Asel
18289,6181,ELS - European Labelling System
18291,10297,Turanlar
18299,3369,RTK (Regeltechnik Kornwestheim)
18317,20768,Elero
18318,5539,DIXON
18325,6961,Atav Motors
18359,12360,Sud Robinetterie Industrie
18365,2059,SAMHYDRAULIK (brand of DANA Group)
18379,5494,Delta Electronics
18392,1435,"GMW \/ Gilgen, Müller & Weigert (GOSSEN Metrawatt)"
18400,1238,Sonnenschein
18402,13090,MAJA-Maschinenfabrik
18403,4949,Baumer Hübner
18404,8851,Pleva
18422,4454,Osai
18426,17318,HAJEK
18433,616,BITZER
18449,6550,Origa (brand of Parker)
18451,16382,Airtrol
18467,8074,Walther Systemtechnik
18476,18255,PetrolValves
18477,16415,PSI Automation
18486,16312,Gmc Refrigerazione
18511,10759,Faucigny Instruments
18528,8651,BRECON Vibrationstechnik
18544,15866,Ray-Ran
18546,10957,Sinntec
18547,8359,KAWAHARA
18561,15348,Dott Bonapace
18571,9554,Jungmichel Industrieelektronik
18580,6445,Rectus
18589,8029,Tedea-Huntleigh (brand of VPG Transducers)
18595,850,BEKA Lubrication \/ Baier + Köppel
18596,19596,Hydra
18623,4841,Ecovario
18628,5156,FUMO
18633,10550,Diesse
18640,11283,DYNAPAC
18642,11054,Valmatic
18652,12901,Hitron
18676,2876,Seeger-Orbis (brand of Barnes Group)
18694,7685,M&C TechGroup
18700,12493,Envirogen
18702,9598,ISO SRL
18705,1835,Bray
18722,8525,Hochiki
18724,3222,UNITEC
18742,6463,ARBURG
18743,12140,MBA Instruments
18745,5267,LPKF Laser Electronics
18747,12369,SEMVAC
18774,834,Hydra-Perm-Co \/ Permco
18778,2240,Thermo Fisher Scientific
18779,17492,Menzel Elektromotoren
18783,3930,MADAS
18788,18517,Sealweld
18791,15403,innomatec
18795,20973,Bertrams konus
18801,388,GHR
18802,18354,REGO-FIX
18814,20976,KAEL
18844,16000,American Battery Charging
18869,20977,Meggle
18875,18346,DKM Motor
18877,12412,NSD
18881,6140,Arcol
18889,9335,Iscar
18896,8061,PEM (brand of Penn Engineering)
18905,13925,KOLOR KUT
18914,7620,MORSE-STARRETT
18927,8771,AED Automation
18938,9878,CIMM
18949,11962,ROTORCOMP
18954,18420,RIANTA
18962,1022,SECA
18963,11354,LARM
18978,741,Ponndorf Gerätetechnik
18987,11734,Baccara-Geva
18990,13708,Metrol
19004,17190,SAEL srl
19015,8007,Copeland (Brand of Emerson )
19022,988,BEKO TECHNOLOGIES \/ BEKOMAT
19032,11090,Ro-Flo Rotary Vane Compressors
19034,16360,SEFRAM
19036,4325,WIRE MATIC REGLER AB
19044,2348,ELITE
19046,12971,RÄDER VOGEL
19078,17490,FraRon
19098,7671,FIMA Maschinenbau
19103,8441,HOLEX (brand of Hoffmann Gruppe)
19108,16986,Elesa Monza
19112,7032,ATC
19122,1977,Ceccato Compressors
19137,9467,Phonix \/ Phönix Messtechnik
19143,8998,CMZ Sistemi
19168,13179,Safeplast
19174,5289,FLSMIDTH
19185,618,Tecumseh
19190,4405,SNT
19192,6051,Tecno Control
19283,4914,INDUSTRIE TECHNIK
19292,12256,PVR Vacuum Design
19311,9218,CROSS+MORSE
19327,8187,Trepko
19333,2535,Voss
19334,4902,IBH Softec
19337,9289,Secheron
19339,10537,RS ISOLSEC
19350,11154,Ramsey (brand of Thermo Fisher Scientific)
19351,18514,LAM PLAN
19360,821,Landefeld
19372,12295,"Alpha Pompe (PUMPS, ACTUATORS, VALVES)"
19373,12235,PESA WAAGEN
19375,13235,D-Hydro Oy
19376,13932,Drexelbrook (brand of AMETEK)
19383,20000,Carver
19386,8132,Frenostat Brake Unit (marke of Hilger u. Kern)
19388,18165,SIR MECCANICA
19389,18505,DR Italia
19409,20143,Synder Filtration
19411,1148,Halltech (brand of Dynatect)
19412,6117,ALWAYSE Engineering
19413,12406,MUROMOTO TEKKO
19419,2283,KEYSTONE (brand of Emerson)
19442,13792,INOX RIVA
19468,8565,Soler & Palau
19483,15040,Vimec
19485,9494,CTC (Connection Technology Center)
19490,12211,SCHEUERLE
19493,18431,Solberg
19507,12649,Stemin Breitbach
19509,3277,Börger \/ Boerger \/ Borger
19526,16412,SYSTEM RES
19528,268,Bizerba
19537,6574,Lock Antriebstechnik
19541,7751,GAST
19542,15424,TUFNOL
19547,10534,AMC MECANOCAUCHO
19556,14062,Eckold
19563,415,BALDWIN FILTERS (brand of Parker)
19568,7279,MHA Zentgraf
19579,18756,Athena Controls
19587,17377,RCMH Tecalemit
19597,1095,Hankison
19598,14032,Wiederkraft
19610,15800,Norriseal
19619,19261,LMF
19639,15364,RENETRA
19646,10310,Elle.gi
19698,4608,Radiall
19702,10742,PIBOMULTI
19703,4822,RAVIOLI
19712,8114,WayCon Positionsmesstechnik
19713,20970,Sorilux
19714,6060,Cosel
19721,3251,Hypertac \/ Hypertronics (brand of Smiths Interconnect)
19727,5552,Comprag
19730,167,Aquaflex
19731,10992,Hydropa
19745,657,Gems Sensors & Controls
19759,16230,Sesotec
19772,3090,Hydra Rig (Brand of Nov )
19778,13988,NSK Palette
19783,2654,Sempell (brand of Emerson)
19788,20971,Bernoulli
19807,8710,Gibertini Elettronica
19809,20063,Maxair
19810,10874,ZIEGRA
19817,2799,Midori Precisions
19835,11450,Elementar
19837,20947,ATECH Antriebstechnik
19839,13812,Ecodora (ALFA)
19843,20774,EPCO Marine Products
19844,3879,Fluke Networks
19852,17757,Weingrill
19858,5054,Hamamatsu
19871,10188,Dongan
19885,8502,Sitron
19922,2210,Bartec
19923,20393,Grainger
19927,748,PMV (brand of FLOWSERVE)
19964,855,Crouse Hinds (brand of EATON)
19972,13001,HNP Mikrosysteme
19985,11654,GIS Gienger
20000,12494,INCO
20002,527,ITT
20010,10561,Showa
20034,8589,MILLER ELECTRIC
20040,19887,Ortlieb
20049,862,GEA Westfalia Separator
20063,20943,Hawa Sliding Solutions
20066,2911,SATRON
20074,14461,BONNEY FORGE
20075,8200,Chyun Tseh
20086,9575,EIFEM
20087,6316,ALFA ELECTRIC
20098,17847,RUBINETTERIE PARACCHINI
20103,4613,Herzog + Heymann
20122,4435,Kistler
20129,1032,Honeywell Zellweger Analytics
20136,2080,Hygostar (Brand of  Franz Mensch)
20139,799,Granch Filtration
20172,18827,Riverhawk
20178,626,KNIPEX
20181,5220,Kriz Sensors
20215,15788,INIM ELECTRONICS
20227,9974,Euro Cold
20229,5073,CD AUTOMATION
20238,11502,Siata (Brand of Pentair)
20243,5541,Exair
20248,6400,Pratissoli
20252,1498,DYMO
20255,7438,Boschert
20267,334,KING TONY
20277,8584,Delco Remy
20284,11136,CBI Group
20286,9660,Leutert
20293,11770,DEHN
20294,2951,Yeoshe
20298,11964,Robino & Galandrino
20302,1941,Olefini
20308,12612,AXIOMATIC
20314,9027,TWERD
20345,12485,FLUXA FILTRI \/ ENVIROGEN GROUP
20356,10521,Kuntze
20387,14270,Ses-Sterling
20389,6835,Sollich
20410,17325,BELLIN S.p.A \/ BELLIN POMPE
20413,12880,Eurapo
20429,8698,ACL
20464,8031,Sensortronics (brand of VPG Transducers)
20465,15139,KVT-Fastening
20472,20966,BM Capasitor
20473,7400,First Sensor
20498,2729,Midland ACS (Brand of Rotork)
20506,15902,PRISMA
20529,2183,BBH PRODUCTS
20537,5843,AHP Merkle
20540,7403,NEOTECH
20541,2787,MGE
20554,16850,GIACOMINI
20564,10466,INDUcoder
20572,18451,Inteva
20580,1602,Hunter \/ Hunter Industries
20581,1214,Telegärtner
20585,8915,Economos
20592,17711,Potter Electric
20594,9999,Magnetic Spa
20596,15971,SEL (Schweitzer Engineering Laboratories)
20604,10462,Stamford
20606,8098,TBi Industries
20631,18257,Z.R.E. Electric Heaters
20633,2620,Bielomatik
20675,1745,SCA Schucker
20688,1928,Filtrox
20710,2657,Merck Millipore \/ Millipak
20736,17664,AqMatic
20750,17040,FAWEMA
20772,12413,Gevax
20780,2327,Rotafil
20839,15046,Peerless
20856,2588,PENTAX
20865,6640,Nederman
20875,16735,Fenner Quattro Plus \/ Power Transmissions
20876,6598,Henkel Acheson
20878,9309,euromotori
20891,2357,BABCOCK WANSON
20904,16984,AQUA BIG ONE
20915,20988,Coprim
20922,13439,Winterhalter
20937,17715,HTG Fluidtechnik
20948,9952,DUK
20952,1943,Berger Lahr
20955,210,Boston Gear (Brand of Altra Industrial Motion)
20960,5127,Bopp & Reuther Messtechnik
20970,10894,JUTEC
20996,10617,Spaleck
20998,6088,Airwork
20999,11426,Deschner
21001,20961,SEG Electronics
21006,8151,ECOROLL
21010,18116,Valco Armaturen
21015,20964,ELL \/ ЕЛЛ-Данев и Божилов
21024,8937,Benhil
21030,16734,EVAC INTERNACIONAL
21034,8174,CHR. BOCK & SOHN
21053,12930,Sakura
21059,1726,FAG
21066,9906,HYCON
21067,464,Specken Drumag (brand of Specken-DRUMAG)
21071,9173,Joslyn Clark
21077,1955,Baruffaldi
21078,12586,Kornylak
21090,20963,Zeta Alarms
21091,11986,Eilersen
21116,7683,BinMaster (brand of Garner Industries)
21144,6132,NORMA
21172,4145,Winkel Bearings
21173,17225,Hydrstar
21186,8120,NDC Germany
21200,9548,HORIBA
21255,4446,Variohm
21259,4047,TRW
21260,6533,Stratoflex (Brand of Parker)
21265,11141,EFCO
21266,1793,Doepke
21275,6553,M&S Armaturen
21282,12777,PACE Worldwide
21283,5851,ROSEMOUNT (brand of Emerson)
21286,12836,MAKISHINKO
21301,888,General Electric
21306,703,HKS
21308,15840,Schlegel Giesse
21322,20962,HOFMANN Precision and Motion
21337,20065,EUROPRESS
21354,17908,ARGO FILTER
21355,12404,Infiltec
21364,7910,LS MECAPION
21365,9583,Cleveland Vibrator
21385,11066,Wachendorff Automation
21391,12444,GALI
21403,3409,Minimax
21410,14193,Rechi Precision
21412,13490,Walter Lemmen
21431,12055,Broquet
21439,10864,The Lee Company
21441,20974,Temco (brand of Rieter Group)
21464,17386,Omega Air
21494,16861,FIDIA
21500,977,Zander (Brand of Parker)
21516,3396,Husky
21523,7537,GOIZPER GUIBE
21534,12738,Teknoware
21539,8282,Herberholz
21545,1138,Scania
21548,463,Wilkerson (brand of Parker)
21561,7269,Flamco
21569,10317,Mini Motor
21572,6125,API Pneumatic
21585,5571,CLEMCO
21591,7239,Titan Prodacts Ltd
21592,419,Partex
21601,171,Honeywell
21636,10912,FIREFLY AB
21647,4314,WERIT
21650,13575,Valtek
21651,1046,Square D (brand of Schneider Electric)
21659,14016,Johann Weiss - Pneumatik - Hydraulik - Maschinenbau
21667,351,Jordan Valve
21671,16227,Sikora
21697,8307,Ema Elester (GENERAL ELECTRIC Equipment Plants Elester SA)
21698,1172,Yuasa
21720,11264,Insert Deal
21721,3820,Masterflex
21741,18601,Jartek
21781,4953,W+S Meßsysteme
21788,6949,Magnetrol
21793,4303,PLASTIFER
21814,8248,OCV Control Valves
21815,9608,Technologies Measurement Solutions Smith Meter
21821,8843,Feller Engineering
21834,16161,Corbetta
21857,15211,ADDI-DATA
21863,8014,Hydair
21885,17380,BONATO & VERONESI
21887,9263,Dansensor
21891,13105,PREISER SCIENTIFIC
21900,19645,ROTOTECH
21917,8704,Perkin Elmer
21920,4670,ZAE-AntriebsSysteme
21930,8168,WiCHMANN
21933,6299,GREYLINE
21934,5891,Marel
21945,1154,fetra
21947,12866,"KILONY INDUSTRIAL CO.,LTD"
21965,4584,FLOWROX
21970,9547,Uniparts Kavee
21973,14765,TAPCO
21988,3564,Yilmaz
21992,19277,ATLAS SCHINDLER
22007,6866,Herose
22010,7603,REELCRAFT
22020,14122,NOSHOK
22053,13327,TSI
22054,4140,Oetiker
22055,17151,Zapi
22059,11690,PES - Product Engineering Services
22060,4682,Meclube
22064,15390,Pennant
22073,7065,Motometer
22074,15674,HAPAM
22076,16430,ABANA MOTORSAN
22082,12377,Saft
22106,7970,Hagn­ Leone
22109,14186,Girmatic
22111,9414,Tecno-Matic
22112,5189,Webtec (Hydraulic measurement and control)
22116,1675,Microsens
22120,16470,Pharos Marine Automatic Power
22141,17806,ICOMatic
22162,15163,SGT \/ SCIENTIFIC GLASS TECHNOLOGY
22164,7264,Deltrol controls
22185,2696,Robert Birkenbeul
22188,20811,Arcel
22189,2836,ACCU FINISH
22190,20958,EKOPUMPEN
22206,17248,SAN Electro Heat
22208,342,GEDORE
22216,16128,METO-FER
22217,17943,RLS
22242,18457,WUXI FUJIE
22253,1045,Renishaw
22258,1605,Sera
22274,13759,Unifil AG Filtertechnik
22280,10888,Longerpump (Brand of Halma Group)
22282,549,RINGFEDER
22291,3832,MOTOREX
22301,15212,BINOTTO
22306,20334,Baldwin Technology
22314,1317,ODU
22319,3450,Buderus
22322,3691,ELIN
22325,18518,SALVAGNINI
22407,19697,HEDRICH
22421,14495,Dürr Technik
22443,10041,RHEINTACHO
22473,6435,HOUGHTON
22474,11892,STM industrial electronics
22483,20956,CONCOA
22486,14243,SOEMER Messtechnik
22494,12106,ifs Industriefilter
22508,9059,TPC China
22517,7192,Semoflex Roboschlepp
22522,8446,Amphenol Aerospace
22523,20954,DBT
22538,9826,klima celje
22540,7375,ENGEL ElektroMotoren
22562,16242,Dali
22572,6516,Airtek
22573,2352,Eichenberger Gewinde
22578,2130,HP \/ Hewlett-Packard
22583,17821,Hy-Pro
22606,8164,LUBE Corp
22614,16167,ALDO BARBERA
22619,5887,POWERGRIP
22631,16483,AFPRO Filters
22632,5011,Hanovia
22658,11642,Promstahl
22700,17330,Indeeco
22702,5899,IMA
